reviews,cleaned_reviews
so cute excellent quality I love this cooperative seller  same color 😍😍😍😇🎆🎊🎊🎉🎉thank you so much don't shy to buy😇,cute excellent quality love cooperative seller color thank much shy buy
same as shown in picture best quality #daraz he toh kya gum he🤗🤗,shown picture best quality daraz kya gum
"Good quality, just how it was shown in the picture before buying. ",good quality shown picture buying
thank you so much bht achy hein.jesy boly thy wesy he hein.aur ap Ki delivery timing b fast hai ,thank much achy hen jesy body busy hein ski delivery timing fast
"Same as picture, good quality",picture good quality
good quality and best for infants who are learning to sit. ,good quality best infants learning sit
Product are safely received good for infant upto 6 months very comfortable & easy to handle,products safely received good infants upto 6 months comfortably easy handle
good stuff  good quality very comfortable sofa I like this inshallah again shop with ,good stuff good quality comfortable sofa like inshallah shop
received my parcel... it is soooo awsome.. quality bhi zbrdst hai. . thank you daraz ,received parcel soooo awesome quality zbrdst thank daraz
Best stuff best quality strongly recommended ,best stuff best quality strongly recommended
stuff is good but its too small that doesn't support baby's head so not useful,stuff good small support baby head useful
it's awesome.  I'm fully satisfied from  ur service. keep  up the good work👏,It awesome I fully satisfied service keep good work
Thats very good prodect i love it its same on pic and good quality prodect ,that s good product love price good quality products
very use full  good product recommended ,every use full food product recommended
Good MashaAllah zbrdast 100% same original 👍       Excellent service ,good mashaallah harvest 100 original excellent service
very much satisfied by this product. a bit expensive but i am happy ,much satisfied product bit expensive happy
Wonderful! Exactly as described.,wonderful exactly described
quality product same as shown,quality products shown
amazing product same to same chez mili hy👍🏻I'm very happy 💓,amazing product came chez mill happy
bohat acha ha thanks daraz ,acha thanks daraz
This is awesome. MashaAllah and too much soft comfortable. ,awesome mashaallah much soft comfortable
the product was owsam quality color everything was owsam ,product wisdom quality color everything wisdom
good quality product ,good quality product
"really like it, same as shown in picture.. 10/10 🥰❤️",really like shown picture 10 10
"very late delivery and color not that
same I ordered",late delivery color ordered
well received quality is good same as shown in pic ,well received quality good shown pic
Mere wala to nikl jata ha. But cheez still achi ha,mere wall nikl jata cheese still achi ha
Great product...,great product
great product 👍,great product
Good quality excellent product highly recommend ,good quality excellent products highly recommend
Good quality n colour but the size is very small,good quality colour size small
it's lovely happy shopping from daraz,It lovely happy shopping daraz
wow very nyc product and cheap price,low nice product cheap price
very good product. Highly recommend,good products highly recommend
V nice Quality I really like it 👍,v nice quality I really like
Very nice and useful product...,nice useful product
Best ha but comfrtable nhe ha ,best comfortable
Thnk u so much it's n amazing,think much amazing
good product for small kids,good product small kids
thanks daraz I love it.,thanks daraz I love
yup Great Same as Pic,great pic
Nice clolour good quality and fast delivery. ,nice colour good quality fast delivery
same as they shown,shown
bht acha zbrst same pic jesa ha sab kuch bilkul ok ha or time agaya almost 3 days ma .bs delvry chges thory ziada hn baki sab ok ha .,acha zbrst pic jesa ha sab kuch bilkul ha time agaya almost 3 days may delivery changes theory ziada baki sab ha
excellent product...love it...extremely helpful..i carry it everywhere and make by baby sit comfortably in it..most recommended ,excellent products love extremely helpful carry everywhere make baby sit comfortably recommended
"mashallah, i received my parcel. I planned to gift it. and it was exactly same like picture. and the receiver also liked it a lot. recommend to buy it. best shopping experience with daraz",mashallah received parcel planned gift exactly like picture receiver also liked lot recommend buy best shopping experience daraz
"good product for sitting practice, the only thing is the back is small not supportive. 
i use neck support pillow with it for support...
any how timely deliverd in a reasonable price.
overall i review the product as good one.
thank u daraz.pk",good product setting practice thing back small supportive use neck support pillow support show timely delivered reasonable price overall review product good one thank daraz pk
"I have no words to appreciate the seller. Wonderful ,awesome, beautiful product. Good quality and material. Neat and clean. 
Thanks and highly recommend the seller. ",I words appreciate seller wonderful awesome beautiful products good quality material neat clean thanks highly recommend seller
"they delivered the product exactly as shown and good quality velvet. But from a safety point of view, i dont think this is a good option to help the child to sit. seems as if the child is leaning forward and very uncomfortable. i took out fibers from the seat to adjust the shape. Still not going to use it, seems pointless",delivered product exactly shown good quality velvet safety point view do nt think good option help child cut seems child leaning forward uncomfortable took fibers seat adjust shape still going use seems pointless
I ordered baby sofa for my niece.. it was great experience .. quality was very good.. kerp it up daraz.. will b shop again.... ,I ordered baby sofa niece great experience quality good keep daraz shot
Beautiful and comfortable product. With this price tag available very reasonable. In market around 2k price tag here in Islamabad. ,beautiful comfortable products price tag available reasonable market around 2k price tag islamabad
"Product is fine but TCS service is too bad, 
Please choose some other substitute of courier service than the tcs",product fine service bad please choose substitute courier service tax
Great quality. Was not expecting to get such a high quality product but when I unwrap this I was so much surprised. Thank you! 😃,great quality expecting get high quality product unwrap much surprised thank
it's stuff is so good and colour exactly as i order so it's my first experience to on line shopping really a good experience....,It good guys colour exactly fine order first experience line shopping really good experience
"product looks good and soft but sitting area is conjested, front part's height is low that baby is falling from front side .. this product isn't suitable for summers",product looks good soft sitting area congested front part height low baby falling front said product suitable summers
Size is very small for a healthy baby. But stuff is very good & comfortable for baby. Very good product same as shown in add,size small healthy baby stuff good comfortable baby good products shown
My baby is too happy to sitting thankew soooo much daraz always 5 star keep it up guyz 👍🏻👍🏻👍🏻👍🏻👍🏻,baby happy sit thank soooo much daraz always 5 stars keep guys
 although quality is good but it is not safe bcz its base is small. my baby fell on his head bcz he lost balance in it.,although quality good safe base small baby fell head lost balance
"delivery within 4days 👍 perfect and comfortable baby sofa 👍as same as shown in the picture 👍 muh much satisfied insha Allah  soon I  will buy one more from u , it's perfect ",delivery within 4days perfect comfortable baby sofa shown picture much much satisfied buy one ' perfect
nice colour jo bola tha wohi colour aaya... or quality bhi bht achi hay is price main achaa mil gya,nice colour bola wohi colour aaya quality bhi achi hay price main achaa mil gya
Product is good and useful. Received product same as shown in pictures. Recommended for new borns.,product good useful received product shown pictures recommended new birds
"My little one love to sit on it.
material is good and same shown as in picture.
highly recommend",little one love sit material good shown picture highly recommend
It was very good and comfortable te quality i good to same as in the pic but the zip was damaged,good comfortable quality good pic zip damaged
it is same as shown . delivery time is accurate and it is very soft and comfortable for my baby ,shown delivery time accurate soft comfortable baby
"amazing product it was my 1st experience with daraz recommended to other I loved it 
100 stars",amazing product first experience daraz recommended others I loved 100 stars
highly satisfied same product received as shown in pictures..quality wise good in this price,highly satisfied product received shown pictures quality wise good price
"i thought it would be bigger, but good item, only problem is that its back is not that high",I thought would bigger good item problem back high
"awsome .. m pleased to ourchase from u.. quality , colour. everything  is just perfect..",awesome pleased purchase quality colour everything perfect
it was amazing  my baby is very happy  ..... thank you so much Daraz. ...i am satisfied,amazing baby happy thank much daraz satisfied
mera baby is me fit ni bethta. muje pasand ni aya. back support very low. fazool cheez,mere baby fit bethta muje pasand ni aya back supports low fazool cheez
Allhumdulilah stuff is great 👍 Seat is very comfortable for my child .. Satisfied 🤩,allhumdulilah stuff great comfortable child satisfied
got it in time. products was excellent. delivered in good condition. highly recommend,got time products excellent delivered good condition highly recommend
"Very good and comfortable product for 3 to 6-month infants.

Must be recommended. ",good comfortable products 3 6 month infants must recommended
"It's a bit smaller than expected, I hope it can fit a 8-9 month's old baby in it.",bit smaller expected hope fit 8 9 ' old baby
This is actually the same as picture. My baby just got practise from it to sit.❤,actually picture baby got practice sit
it's amazing..same as shown in picture.. thank you.. sure will be back again..,amazing shown picture sure back
"Good item, value for money, but the seller dispatched the item after 1 week",good item value money seller dispatched item 1 week
"Very nice product,it’s so comfortable for babies very nice & soft stuff 👍",nice product comfortable babies nice soft stuff
it is beautiful I love it same wo hi color mila ha jo mangwaya tha thanks,beautiful love color mill nowadays thanks
Very bad quality not recommended pls don't buy this very cheap quality ,bad quality recommended pols buy cheap quality
recieved my parcel. nice and safe packaging. satisfied with the product,received parcel nice safe packaging satisfied product
thank u so mch..v nice product...besr seller best service im vry happy,thank much v nice product best seller best service happy
"Good product quality, color of the product was original as per snaps. ",good product quality color product original per snaps
"product is 100% Good ...😍
same as shown in pic
we will shop again 😍",product 100 good shown pic shop
sory pic upload nahi karsakti but item is good material also v soft,sort pink upload nahi karsakti item good material also soft
Zbrdst... Same wohi colour same wphi chz.... I m sooo happy 😇😇,zbrdst white colour white chz soon happy
"Seat bht choti c hai, otherwise finishing and material is good",seat choti c otherwise finishing material good
price k hesab sy boht acha sofa ha 4 to 1 year baby's k leya,price k hesab acha sofa 4 1 year baby k leya
"#Very comfortable 
#Best quality product
#Highly recommended",comfortable best quality product highly recommended
Bestttt same as shown.... size mn chota he but i lov it ❤️,best shown size chota love
"Satsfied with the sofa, Delivery is on time. Thanks Daraz",satisfied sofa delivery time thanks daraz
okay product. baby does not use for more than 5 minutes ,okay product baby use 5 minutes
The product is same as shown in the picture. Satisfied😊,product shown picture satisfied
I used this app v first time experience is overall good,I used app v first time experience overall good
thanks Daraz your parcel is very prefect i recommended,thanks data parcel perfect recommended
awesome product ! baby is happy sitting in it. thanks,awesome product baby happy sitting thanks
Fast delivery.recieved the exact product.recommended.,fast delivery received exact product recommended
very beautiful and good thanks and I recommend others,beautiful good thanks recommend others
Good quality and same product as showing in the photo,good quality product showing photo
Its a bit smaller than I expected. Overall works good,bit smaller expected overall works good
i really really like it bht usefull hy thanks daraz,I really really like useful thanks daraz
jo order kya tha same cheez mella thinks daraz team,order kya cheez mella thinks daraz team
same as pic PR 6 month k baby ke back sport nhi h,pick 6 month k baby back spot nhi
Recommended!  Good quality same as in picture. 👍,recommended food quality picture
product is good but little bit costly from local,product good little bit costly local
"nice my child is soo happy for see this seater
",nice child happy see water
Perfect product highly recommended thank you 👍,perfect product highly recommended thank
Usless.... very small size not fit 4 month baby,unless small size fit 4 month baby
It was as perfect as described by the seller. ,perfect described seller
Very nice product. Exactly the same as shown. ,nice product exactly shown
it's really nice product delivery on the time,really nice product delivery time
"same as shown in the picture , good quality ",shown picture good quality
"good quality
product is same as shown in pic",good quality product shown price
very best and comfortable for my nephew😍😍,best comfortable nephew
good stuff. but my baby still topples over ,good stuff baby still topples
Nice product.Will Recommend to others too. ,nice products recommend others
I love it and same as described thnx daraz,I love described daraz
its so amazing me very happy.. thnks a lot,amazing happy thinks lot
Very nice and soft beautiful thank daraz ,nice soft beautiful thank daraz
It was a little late but product was fine,little late product fine
"same as in discription 
will shop again.",description shop
useful product and Nice with well packed,useful product nice well packed
Its good but its for under 5 months baby,good 5 months baby
"it was a fine product, delivered on time",fine product delivered time
it was amazing . want to order one more ,amazing order one
"Awesome product
Fit size
Good material ",awesome product fit size good material
its perfect. I highly recommend this . ,perfect highly recommend
amazing product. good fit for a toddler,amazing product good fit toddler
Front ribbon was not same as showing ,front ribbon showing
"Recommended seller,  good quality.",recommended seller good quality
good quality as shown in pictures ,good quality shown pictures
"Good product, delivered on time. ",good product delivered time
"zbrdssst quality, satisfied 👍👍",zbrdssst quality satisfied
very poor quality totally rubish,poor quality totally rubbish
same as picture good and thanks ,pictures food thanks
satisfied good quality product ,satisfied good quality product
For  babies who can sit though.,babies sit though
v.nice easy to sit for my baby,Be nice easy sit baby
Thank you daraz and suppliers ,thank data suppliers
v.nyc experience good job draz,v nyc experience good job draw
nyc but healthy ba k.lia nhi h,nyc healthy k lia nhi
same as it is shown safistied,shown satisfied
Vare vare nice thanks daraz ,nice thanks daraz
same as shown in the picture,shown picture
nice product same as picture,nice products picture
The stuff Is really asweome.,stuff really awesome
good but price should be low,good prices low
good product..baby is happy,good product baby happy
very usefull.. satisfying ,usefully satisfying
good product ♥️ i like it ,good product I like
their product is very good,product good
product is very good 👍👌,product good
It's a very good product,good product
just as shown in picture,shown pictures
Not good for Children's,good children
v nice but small size,A nice small size
good quality product,good quality product
Delivered as shown.,delivered shown
thanks daraz,thanks data
loved the product ,loved product
good quality thnks,good quality thinks
Very good seevice,good service
Very good quality,good quality
thank you daraz,thank daraz
so  gud thx u,good u
Good as shown,good shown
"worthless , ",worthless
best product quality is as shown in pics ,best product quality shown pics
nice product. speccialy color is my most favrate. thanks daraZ,nice product specialty color favorite thanks data
"I orderd this belt,, received one thats not shown in the pic,, its diff,, color is red which is not appropriate for my husband,, i wanted black but they didn’t let me choose bcz no option was available,
Quality is ok.. ",I ordered belt received one that s shown pic diff color red appropriate husband wanted black let choose option available quality
I have got the parcel but its in small size! ! please i want replacement??  helpp,I got parcel small size please want replacement help
"very poor quality and design
m not satisfy ",poor quality design may satisfy
nice and completely reliable,nice completely reliable
"Amazing and superfast delivery by daraz, received these goods within a day with free delivery. 

Thanks daraz for wonderful experience. 
Allahmdullilah very satisfied with daraz and seller.",amazing superfast delivery daraz received goods within day free delivery thanks data wonderful experience allahmdullilah satisfied daraz seller
"Amazing and superfast delivery by daraz, received these goods within a day with free delivery. 

Thanks daraz for wonderful experience. 
Allahmdullilah very satisfied with daraz and seller.",amazing superfast delivery daraz received goods within day free delivery thanks data wonderful experience allahmdullilah satisfied daraz seller
"Amazing and superfast delivery by daraz, received these goods within a day with free delivery. 

Thanks daraz for wonderful experience. 
Allahmdullilah very satisfied with daraz and seller.",amazing superfast delivery daraz received goods within day free delivery thanks data wonderful experience allahmdullilah satisfied daraz seller
Buying from this seller regularly and I am satisfied with the quality and pricing of the product. The packaging could have been better. The shipment arrived quickly. I am a satisfied customer and will be  buying regularly if the quality and pricing remains like this. Also the expiry date is till January next year. ,buying seller regularly satisfied quality pricing product packaging could better shipment arrived quickly satisfied customer buying regularly quality pricing remains like also expiry date still january next year
"The outer box was damaged when received but luckily the boxes inside were not damaged. The expiry date is about an year which is great. I am satisfied, just need to improve packaging",outer box damaged received luckily boxes inside damaged expiry date year great I satisfied need improve packaging
"Amazing and superfast delivery by daraz, received these goods within a day with free delivery. 

Thanks daraz for wonderful experience. 
Allahmdullilah very satisfied with daraz and seller.",amazing superfast delivery daraz received goods within day free delivery thanks data wonderful experience allahmdullilah satisfied daraz seller
Fresh product received in good packaging. Love shopping with DarazMall.. have always got genuine products and good discounts. Will definitely shop again..,fresh products received good packaging love shopping darazmall always got genuine products good discounts definitely shop
The product is delivered fast of it is prepaid.... COD takes quite a few days. The same product gets expensive is you buy it in a Tin / Can packaging,product delivered fast prepaid takes quite days product gets expensive buy tin packaging
"The product is delivered fast of it is prepaid.... COD takes quite a few days. The same product gets expensive is you buy it in a Tin / Can packaging.
There was an offer of extra discount for pre-payment via Debit card....which was not granted....",product delivered fast prepaid takes quite days product gets expensive buy tin packaging offer extra discounts pre payment via debit card granted
Just received my Parcel from Pickup Point. Seller shipped it very next day. Delivery was very fast. Items were packed very well. Got the items from fresh stock. Expiry is of 2022. Overall very good experience. Will be ordering it very soon.,received parcel pickup point sellers shipped next day delivery fast items packed well got items fresh stock expiry 2022 overall good experience ordering soon
"ordered yesterday and recieved today, original product in low price than the tin one,IDK why we were always buying tons!",ordered yesterday received today original products low price tiny one always buying tons
The product is delivered fast of it is prepaid.... COD takes quite a few days. The same product gets expensive is you buy it in a Tin / Can packaging,product delivered fast prepaid takes quite days product gets expensive buy tin packaging
"Fresh product, delivered within 5 days
Invoice was not attached, only missing thing, later on got invoice via emailed.. ",fresh produce delivered within 5 days invoice attached missing thing later got invoice via emailed
"Good packing,  timely delivered with discount also. ",food packing timely delivered discount also
good service i am satisfied...thanku seller n daraz,good service satisfied thanks seller daraz
"Good packaging, timely delivered",good packaging timely delivered
thanks you so much,thanks much
Great! Thank you,great thank
original product.. best packaging,original product best packaging
Good on time dear ,good time dear
"1 din pehly Rat ko order kia or next day Sham main mil gya, impressive delivery and product packaging ",1 hot order via next day sham main mill guy impressive delivery product packaging
thanks nangrow official store. please mke its availability all the time. soft packing is always out of short,thanks withdrew official store please make availability time soft packing always short
"On 7th dec status shows shipped but take around 3 days to deliver. Late delivery, however it would be delivered at least on 9th dec. Previously it will reached within 2 days of order but now it delivered after 4days of order.",7th deck status shows shipped take around 3 days deliver late delivery however would delivered least 9th deck previously reached within 2 days order delivered 4days order
"the expiry date of the product is December 2021. 
milk powder has same taste and texture as the tin container's milk. It's cheap too so I will recommend everyone to purchase it from daraz.
The seller sent me the product with in the stipulated time. ",expiry date product december 2021 milk powder taste texture tin container milk cheap I recommend everyone purchase data seller sent product stipulated time
thank you daraz very fast delivery services at my door step ..  raat ko order kiya aur subah agai shukriya.. achi services hai aur Jo chiz order kiye thi original mili ,thank daraz fast delivery services door step ready order kiya aur subah agai shukriya achi services hour chiz order like original milk
I was surprised to receive the product on only 3rd day.. delivery was so fast.. product is 100 percent original . very satisfied,I surprised receive product 3rd day delivery fast product 100 percent original satisfied
Always short in market but thanks to official store at daraz. Please make its availability easier ,always short market thanks official stores daraz please make availability easier
Delivered same day. what a quick delivery by seller. hats off to seller,delivered one day quick delivery seller hats sellers
"satisfied,I was concerned about originality,but they are original.",satisfied concerned originality original
The product is original and delivered on time. Satisfied.,product original delivered time satisfied
Very nice packing and original product nice service,nice packing original produce nice service
Good product plus packing and amazing delivery time,good product plus packing amazing delivery time
original product with plenty of expiry date left. ,original products plenty expiry date left
price is escalating on daily basis,price escalating daily basis
orignal product and nice packing ,original products rice packing
got my second order.... satisfied,got second order satisfied
came well packedan on time!,came well packed time
original and good quality,original good quality
Thumbs up for NESTLE 👍🏻,thumbs nestle
"satisfied, original",satisfied original
very quick delivery,quick delivery
Product is Good same as shown... im 100% satisfied with this seller and Daraz...  Thank you so Much 🌸,product good shown 100 satisfied seller daraz thank much
good. nice package. timely delivery.,good nice package timely delivery
original product. same day delivery,original product day delivery
Highly disappointing from daraz mall.. Product shown in picture is baby bubble bath and they send it baby shampoo. Totally different thing..not expected out of baby johnson's official store daraz mall.. They are misleading people,highly disappointing data mall products shown pictures baby bubble bath send baby shampoo totally different things expected baby johnson official store data mall misleading people
" jase pic ma wase aya ha & packing bi achi ti
aur bottle damgaed bi nhi ti & delivery time pa hua ha parcel.thank u 🙂",face pink wase aya packing achi bottle damaged delivery time pa hula ha parcel thank
original product. very nice. satisfied ,original products nice satisfied
As always good product ,always good product
Nice Product and best paking ,nice product best packing
"Just forget about the number, I'm ordering it again and again from Daraz only because of two reasons; best price and original product. ",forget number I ordering daraz two reasons best price original product
"This is my fourth order. Original product. Best price.
Recommended!",fourth order original product best price recommended
"Nature's Selection is the best range of Cerelac ever introduced by Nestle. And when ordering via Cerelac's official store at Daraz Mall, you can rely on the authenticity of the product. For packaging; it came in a cardboard box and for shipping; when you select Express Delivery then they do deliver the same day.
Highly recommended!",nature selection best range cereals ever introduced website ordering via cerelac official store daraz mall rely authenticity product packaging came cardboard box shipping select express delivery deliver day highly recommended
"Received in time...
Original Product....
Safe Packing......
Recommended",received time original product safe packing recommended
great products..... if purchased through card and collect on daraz center then it will be economical than purchase from market.,great products purchased cards collect data center economical purchase market
1st time ye mene order kia hai or baby ko khilane k bd aaj review derhi hn k mere bete ko BHT psnd aya hai so m happy 😍 packaging bhi BHT achi thi 🎁,1st time ye may order kia hai baby khilane k aaj review derhi hn k mere bete bat aya hai many happy packaging bhi achi thi
wow. great experience. very very very fast shipping. rat me order kya or subha 11 bje order mil gaya 🤩. product is original as usual. thank you daraz ,great experience fast shipping beat order kya subha 11 boe order mil gaya product original usual thank daraz
great product perfectly packed.... received within 2days,great product perfectly packed received within days
Original products delivered timely. These new flavors are a hit with my little one,original products delivered timely new flavors hit little one
too quick dekivery. havee bought previously also and will buy again InshaAllah ,quick delivery bought previously also buy inshaallah
Good product. Discounted Price. Recommended.,good product discounted price recommended
darazmall confidence and cheap prices quick delivery also great discount,parallel confidence cheap prices quick delivery also great discount
awesome product 👍 thanks seller,awesome product thanks seller
Thanks daraz.. it's same a shown in picture .. highly recommend.,thanks data shown pictures highly recommended
good product with new flavors,good produce new flavors
"same product received as described.
wonderful experience",product received described wonderful experience
Product was fine but the pack was damaged,product fine pack damaged
Absolutely recommended from Cerelac Official store. Received as advertised,absolutely recommended cerebral official stores received advertised
best quality deliver on time,best quality delivery time
"wow amazing 
discounted price as compare to market orignal ",wow amazing discounted price compared market original
Recommended. Received what i ordered,recommended received ordered
Alhumdullah i believe on DARAZ ,alhumdullah believe daraz
"I placed order of 6 packets, seller sent me 4 packets in one box & 2 packets in another one. This way seller/daraz charged me delivery charges for 2 separate boxes. Sad.. .",I placed order 6 packets sellers sent 4 packets one box 2 packets another one way seller daraz charged delivery charges 2 separate boxes
Masha Allah sir... Jo order kiya wohe Draz ny delivered kiya or time sy pahly aya Saman..... I'm very proud of you whole team,masha allah sir order kiya wine draz delivered kiya time pahly aya saman proud whole team
i thot its 350gm but it was 175 mayb because of nature selection series anyhow item was conplete not opened yet,I thought 350gm 175 maybe nature selection series anyhow item complete opened yet
"Wow. ..great experience to buy by Daraz. ..beautiful packing, timely delivery and original product. I highly recommend to buy through Daraz. Nestle New Nature's Selection Flavour is amazing and good to my babY",great experience buy dangerous beautiful packing timely delivery original products highly recommend buy dangerous nestle new nature selection flavour amazing good baby
"Original product, excellent packaging and great seller. highly recommended. cheaper than local market",original product excellent packaging great sellers highly recommended cheaper local market
"superb packing 
fast delivery 
fresh stock and the expiry is wayyy too far 
really satisfied with the service",superb packing fast delivery fresh stock expiry always far really satisfied service
i've ordered the new cerelac collection for my baby she loves it and thanks to daraz for super fast delivery ,I ordered new cerelac collection baby loves thanks daraz super fast delivery
I got the parcel the very next day when I ordered it. It's good and the expiry date has a good span.,I got parcel next day ordered good expiry date good span
"FIVE STAR SELLER...!! ORIGNAL ITEMS, I AM HAPPY WITH MY ORDER.. FAST DELIVERY. THANK YOU DARAZ",five star seller original items happy order fast delivery thank daraz
"assalam o Alaikum  yes im 100 %happy i cant believe u people are truth
jazak Allah ",assalam alaikum yes i m 100 happy ca nt believe us people truth jazz allah
"very fast delivery 
II likee it 
its original product 
stay home stay safe delivery",fast delivery like original product stay home stay safe delivery
"A really nice product as the same as shown in the picture. completely satisfied
",really nice product shown picture completely satisfied
Awesome Product. My son like the taste.. Highly recommend it. 😍😍👍👍,awesome product like taste highly recommend
Thank you nestle ap ny ye service provide ki hai. Original baby food❤️,thank nestle ye service provide ski original baby food
product quality is up to the mark n delivered very next day,product quality mark delivered next day
"excellent
new flavors
recent MFG date
highly recommend",excellent new flavors recent mpg data highly recommend
it was good.. but I didn't like delivery charges 😋😋,good like delivery charges
"Best way to order
Delivery on time
Original product ",best way order delivery time original product
great new flavours .... my baby loved all three,great new flavours baby loved three
awesome same as advertise highly recommended ,awesome advertised highly recommended
"Nice packing👍
Thanks seller & thanks daraz
",nice packing thanks seller thanks daraz
very fast delivery. nice servis. keep it up,fast delivery rice surplus keep
Original product and great value for money,original products great value money
Bohat he achi packing thi. Same as shown ,achieved packing shown
"Good product, delivered with box in tact ",good product delivered box tact
it was my 2nd order highly recommended ,2nd order highly recommended
highly recommended.. original product ,highly recommended original product
original product. reasonable rates. ,original product reasonable rates
"best experience, I really enjoyed it",best experience I really enjoyed
exellent packaging and fast delivery,excellent packaging fast delivery
my daughter liked both fast delivery,daughter liked fast delivery
Fast delivery with original product.,fast delivery original product
Original Products delivered on time,original products delivered time
Shipped in time. Good job seller🙂,shipped time good job seller
My third order and I am satisfied.,third order I satisfied
the box of the cerelac was broken,box cerelac broken
well packed and timely delivered.,well packed timely delivered
Pack is too small over all good ,pack small good
Nice product as per description ,nice product per description
Fast delivery.. Original product,fast delivery original product
delivery on time...fresh stock,delivery time fresh stock
original product.. thank you ,original product thank
"good service
I m setisfied,👍",good service satisfied
good experiance best quality,good experience best quality
original as described thanks,original described thanks
"Long expiry date
Satisfied ",long expiry date satisfied
best quality for little one,best quality little one
good product for my baby,good product baby
good and quick delivery,good quick delivery
good quality Product. ,good quality product
My baby loves to eat.,baby loves eat
my baby is loving it,baby loving
Happy customer.,happy customer
as described,described
thanks sir ,thanks sir
Acquired again for being utility abd goid price.,acquired utility good price
Quality product. I m satisfied.,quality product satisfied
"I found it""the best"".",I found best
"Nice corner holding/cutting jig. Had to order more owning its utility.
Recommended",nice corner holding cutting jig order owning utility recommended
"trusted product, soft, rashes free , good obsorbing I am using this from last 05 years for my all kids. highly recommended just worry about it's price which has been increased upto Rs 127/= on each pack of we buy online then it add delivery charges   suggest delivery should be free to at least 02 packs. due to quality highly recommend this product for babies as everyone cares about his babies.",trusted product soft rashes free good absorbing using last 05 years kids highly recommended worry price increased us 127 pack buy online delivery charges suggest delivery free least 02 packs due quality highly recommend product babies everyone cares babies
Shield is my trusted brand. using Shied diapers from last 04 years.It is comfortable for babies.   These are best but now worry about price hike. I ordered online  just bcz rate is better than other store. Product is through out good,shield trusted brand using shared diapers last 04 years comfortable babies best worry price hikes ordered online rate better store product good
"I am satisfied buy original Shield Diapers Ye leak nhi hota mera ye dosra order hy me bohat khush huwa seller ny original products beji our paking bohat achi hy again I am satisfied buy this product Daraz zinda abad aisay hi imandari sy products bhejtay rehna
Thanks seller thanks Daraz",I satisfied original shield diapers ye leak nhi hota mera ye dosra order bohat khush huwa seller original products beji packing boats achi hy satisfied product daraz zinda abad essays imandari products bhejtay rehna thanks seller thanks daraz
"I am satisfied buy original Shield Diapers Ye leak nhi hota mera ye dosra order hy me bohat khush huwa seller ny original products beji our paking bohat achi hy again I am satisfied buy this product Daraz zinda abad aisay hi imandari sy products bhejtay rehna
Thanks seller thanks Daraz",I satisfied original shield diapers ye leak nhi hota mera ye dosra order bohat khush huwa seller original products beji packing boats achi hy satisfied product daraz zinda abad essays imandari products bhejtay rehna thanks seller thanks daraz
i ordered these shield diaper size 3. there are no delivery charges. diaper qualityi is really really good  if u want low price good diapers then shield diaper are the best. daraz app is awesome and daraz delivery is on time thanks daraz and shield.,I ordered shield diaper size 3 delivery charges diaper quality really really good want low price good diapers shield diaper best daraz app awesome daraz delivery time thanks daraz shield
Good Experience with Daraz.The Daraz App has remarkably destroyed the Gunda Gardi of local Market shopkeeper's prices. Timely delivery by courier.5 Stars.,good experience daraz daraz app remarkably destroyed gunda gardi local market shopkeepers prices timely delivery courier 5 stars
excellent diapers from shield flagship store with free shipping at doorstep with discounted price highly recommend shield diapers,excellent diapers shield flagship store free shipping doorstep discounted price highly recommend shield diapers
Good quality diapers in economical price. received within defined delivery time at door step.,good quality diapers economical price received within defined delivery time door step
product received within time and properly packed. thanks sheild and thank you daraz for discount and free delivery.,products received within time properly packed thanks shield thank daraz discount free delivery
im extremly disapointed...diaprs are very low quality.these diaprs are leaking from the both sides inner and from the outside .it takes only 2 or 3 hours and after that its going to leak ..the material which  used are very low and cheep quality...honstly im very disagree and not happy this time ...im regular customer of daraz but now im disapointed ...not recomended ...dont waste time and money ..plz.,extremely disappointed diapers low quality diapers leaking sides inner outside takes 2 3 hours going leak material uses low cheap quality honestly disagree happy time regular customers data disappointed recommended do nt waste time money plz
"The delivery was quick, seller was quick to dispatch. bought this brand for first time. their quality is just satisfactory almost similar to molfix.(better than canbebe, vigo baby, bebem). the pack smelled of a raw materials. unsure about hygiene effects yet.",delivery quick sellers quick dispatch bought brand first time quality satisfactory almost similar molfix better wannabe vigo baby pack smelled raw materials unsure hygiene effects yet
"bohat achi quality the, main ny or mery bahi ny mil kr 5 packet mangway, thanks daraz",achi quality main merry bahi mil 5 packet mangway thanks daraz
"Diaper's quality is awesome, timely delivered, satisfied with the seller. ",diaper quality awesome timely delivered satisfied seller
I bought the product because of economic price. Unfortunately poor experience because a good no of diapers wasted due to poor magic strips.leaving this review after use as u can see,I bought products economic price unfortunately poor experience good dose diapers wasted due poor magic strips leaving review use see
the product quality is very low and the magic tape is also not good it lose the grip after some time very disappointed ,product quality low magic tape also good loses grip time disappointed
"using since its launched, great quality and very less price than the other brands, using it for my second kid
and used all sizes for first one...good quality ",using since launched great quality less price brands using second kid used sizes first one good quality
"As expected, the ordering, processing, packaging and delivery of the package was astounding. I ordered the product in the morning with Express Delivery option and received it in the evening same day.",expected ordering processing packaging delivery package astounding ordered product morning express delivery options received evening day
"Original product and less prices from local market, thanks Daraz",original product less prices local market thanks data
boht acha diaper hy. is price mn. thanks daraZ and seller. satisfied with the product,diaper priced thanks data seller satisfied product
